muni,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,max_density,open_space,inclusionary,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,adu,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf per,last_date,timestamp
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AL_Roanoke.txt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,,3,3,2,2,0.4,34463,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AL_Scottsboro.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,55,65,4,3,2,1,0.666666667,43405,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AL_Southside.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,29.5,45,3,3,1,1,0.375,44442,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AL_Talladega.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,45,45,3,3,1,1,0.285714286,41341,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AL_Trussville.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,80,80,3,3,2,2,0.35,43263,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AL_Valley.txt,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,35,35,0.5,0.5,5,5,0.454545455,43437,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AL_VestaviaHills.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,35,40,2.5,3,2,2,0.307692308,43711,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Bentonville.txt,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,38.5,30,1,1,2,2,0.3,43712,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Bryant.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,22.5,20,2,2,2,2,0,43452,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_CherokeeVillage.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,40,40,2,2,2,2,0.5,43046,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Clarksville.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,20,25,25,35,2,2,0.333333333,42471,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Conway.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,35,35,4,2,2,2,0.5,43613,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Fayetteville.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,50,50,3,2,3,2,0.5625,43501,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_ForrestCity.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,35,35,2.25,2.5,2,2,0.6,41716,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Greenwood.txt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,35,35,2.5,2.5,1.5,1,0.3,40970,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_HotSprings.txt,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,35,60,3,3,2,2,0.222222222,43466,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Jacksonville.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,17.5,10,2.5,2.5,1,1,0.461538462,43454,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Malvern.txt,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,35,35,2,2,1.25,2,0.333333333,42716,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_NorthLittleRock.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,45,35,3,3,2,1.5,0.125,43693,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_PineBluff.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,35,35,2.5,2,2,2,0.875,43178,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Rogers.txt,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,50,40,3,3,2,2,0.454545455,43536,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_SiloamSprings.txt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,35,35,,,1,1,0.142857143,43651,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Springdale.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,35,60,2,2,2.25,1,0.409090909,43081,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AR_Trumann.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,10,10,,,2,2,0.571428571,27926,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_ApacheJunction.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,35,35,,,2,2,0.294117647,43101,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Avondale.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,30,30,2,2,1,1,0.631578947,43136,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Benson.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,30,30,2.5,2,1,1,0.4,42027,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_CasaGrande.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,32.5,30,,,2,2,0.333333333,43515,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_CaveCreek.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,25,25,2,2,2,2,0.45,43558,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_ChinoValley.txt,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,32,32,,,2,1,0.2,43678,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Cottonwood.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,25,35,2,2,1.7,1,0.1,43588,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Douglas.txt,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,25,25,,,1.5,2,0.5,43418,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Eagar.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,30,30,2,2,2,2,0,43312,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_ElMirage.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,27,15,2,2,2.25,2,0.333333333,43557,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Florence.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,50,40,3,3,1.5,2,0.333333333,43621,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Gilbert.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,25,15,2,36,5,0.5,0.357142857,43576,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Glendale.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,15,15,,,2,1,0.217391304,43550,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Goodyear.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,22.5,12,1,1,2,2,0.4,43479,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Guadalupe.txt,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,30,30,,,2,2,0.8,42929,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Holbrook.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,25,25,4.5,3,0.501,0.002,0.25,40778,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Kingman.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,40,50,2,2,2,2,0.25,43557,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_LakeHavasuCity.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,30,30,,,1,1,0.5625,43599,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Marana.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,10,10,4,4,2,1,,43680,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Mesa.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,30,30,2,2,2,1,0.366666667,43506,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_OroValley.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,20,20,1,1,2,1,0.3,43677,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Peoria.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,30,30,2.5,2,2,1,0.25,43165,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Phoenix.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,48,30,2,2,2,1,0.512820513,44038,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_PinetopLakeside.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,32.5,35,2,2,1,1,0.181818182,43559,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_QueenCreek.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,20,20,2.5,3,2,1,0.36,43586,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Sahuarita.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,34,34,2,2,2,1,0.2,43647,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_SanLuis.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,32.5,30,,,0.5,0.5,0.157894737,43374,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Sedona.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,22,22,3,3,1.5,1,0.428571429,43555,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Snowflake.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,35,35,,,1.55,2,0.571428571,43744,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Superior.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,24,24,1,1,2,2,0.4,42992,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Taylor.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,27.5,35,,,3,1,0,43349,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Tempe.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,30,30,3,3,1,1,0.588235294,44197,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Thatcher.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,18,18,3,3,4,5,0.333333333,43206,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Tolleson.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,14,10,2,2,2,2,0.2,43452,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Tucson.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,50,50,4,4,2,2,0.5,43501,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Willcox.txt,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,25,34,3,3,1,1,0.142857143,42782,4/27/2022 10:17
/projects/DESMOND/data_nb/Zoning/ZoningI/Raw/AZ_Williams.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,35,35,8,8,2,2,0.363636364,43489,4/27/2022 10:17
